Unique ID,Date,Start time,location,Venue,Game type,Total buy in,Prize pool,rake,Guarantee
4996,(1/25),7:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$55,$42,$13,**Wednesday $55 Bounty NLH
4997,(1/25),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
4998,(1/25),8:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,*$60 NLHE Daily
4999,(1/25),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5000,(1/25),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5001,(1/25),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5002,(1/25),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5003,(1/26),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5004,(1/26),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5005,(1/26),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5006,(1/26),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5007,(1/26),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5008,(1/26),11:00am,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5009,(1/26),11:05am,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5010,(1/26),11:10am,Las Vegas,Venetian Casino,NLH,$600,$505,$95,Deepstack Showdown Jan '23 - Event #34 - No Limit Hold'em UltimateStack
5011,(1/26),12:00pm,Las Vegas,Wynn Casino,NLH,$200,$165,$35,No Limit Hold'em
5012,(1/26),12:10pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5013,(1/26),1:00pm,Las Vegas,Aria Casino,NLH,$160,$125,$35,No Limit Hold'em
5014,(1/26),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5015,(1/26),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5016,(1/26),2:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em Turbo
5017,(1/26),2:00pm,Las Vegas,South Point Casino,O8/S8,$150,$118,$32,Omaha 8 / Stud 8
5018,(1/26),4:00pm,Las Vegas,Sahara Las Vegas,NLCRPI,$60,$48,$12,$60 NL Crazy Pineapple
5019,(1/26),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5020,(1/26),5:00pm,Las Vegas,Bellagio Casino,NLH,$160,$125,$35,No Limit Hold'em
5021,(1/26),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5022,(1/26),6:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5023,(1/26),6:10pm,Las Vegas,Venetian Casino,NLH,$300,$250,$50,Deepstack Showdown Jan '23 - Event #35 - No Limit Hold'em Bounty
5024,(1/26),7:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5025,(1/26),7:05pm,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5026,(1/26),7:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$60,$45,$15,**Thursday $60 No limit Crazy Pineapple
5027,(1/26),8:00pm,Las Vegas,Mandalay Bay,NLH,$60,$40,$20,No Limit Hold'em
5028,(1/26),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5029,(1/26),8:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5030,(1/26),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5031,(1/26),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5032,(1/26),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5033,(1/26),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5034,(1/27),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5035,(1/27),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5036,(1/27),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5037,(1/27),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5038,(1/27),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5039,(1/27),11:00am,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5040,(1/27),11:00am,Las Vegas,Wynn Casino,NLH,$230,$190,$40,No Limit Hold'em
5041,(1/27),11:05am,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5042,(1/27),11:10am,Las Vegas,Venetian Casino,NLH,$600,$505,$95,Deepstack Showdown Jan '23 - Event #34 - No Limit Hold'em UltimateStack
5043,(1/27),12:10pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5044,(1/27),1:00pm,Las Vegas,Aria Casino,NLH,$240,$195,$45,No Limit Hold'em
5045,(1/27),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5046,(1/27),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5047,(1/27),2:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em Turbo
5048,(1/27),2:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em Turbo
5049,(1/27),4:00pm,Las Vegas,Sahara Las Vegas,NLCRPI,$60,$48,$12,$60 NL Crazy Pineapple
5050,(1/27),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5051,(1/27),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5052,(1/27),6:00pm,Las Vegas,South Point Casino,NLH,$150,$118,$32,No Limit Hold'em Double Green Chip Bounty
5053,(1/27),6:10pm,Las Vegas,Venetian Casino,NLH,$300,$250,$50,Deepstack Showdown Jan '23 - Event #36 - No Limit Hold'em Bounty
5054,(1/27),6:30pm,Las Vegas,Poker Palace Casino,NLH,$20,$10,$10,No Limit Hold'em
5055,(1/27),7:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5056,(1/27),7:05pm,Las Vegas,The Orleans Casino,NLH,$150,$118,$32,No-Limit Hold'em
5057,(1/27),7:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$35,$22,$13,**Friday $35 NLH w/add-on
5058,(1/27),8:00pm,Las Vegas,Mandalay Bay,NLH,$60,$40,$20,No Limit Hold'em
5059,(1/27),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5060,(1/27),8:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5061,(1/27),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5062,(1/27),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5063,(1/27),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5064,(1/27),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5065,(1/28),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5066,(1/28),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5067,(1/28),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5068,(1/28),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5069,(1/28),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5070,(1/28),11:00am,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5071,(1/28),11:00am,Las Vegas,Wynn Casino,NLH,$300,$256,$44,No Limit Hold'em
5072,(1/28),11:05am,Las Vegas,The Orleans Casino,NLH,$150,$118,$32,No-Limit Hold'em Monster Stack
5073,(1/28),11:10am,Las Vegas,Venetian Casino,NLH,$600,$505,$95,Deepstack Showdown Jan '23 - Event #34 - No Limit Hold'em UltimateStack
5074,(1/28),12:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$35,$22,$13,*Saturday $35 NLH w/add-on
5075,(1/28),12:10pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5076,(1/28),1:00pm,Las Vegas,Aria Casino,NLH,$240,$195,$45,No Limit Hold'em
5077,(1/28),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5078,(1/28),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$160,$115,$45,No Limit Hold'em Saturday
5079,(1/28),2:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em Turbo
5080,(1/28),2:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em Turbo
5081,(1/28),4:00pm,Las Vegas,MGM Grand,PLO,$150,$120,$30,Double Board Bomb Pot PLO
5082,(1/28),4:00pm,Las Vegas,Sahara Las Vegas,NLCRPI,$60,$48,$12,$60 NL Crazy Pineapple
5083,(1/28),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5084,(1/28),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5085,(1/28),6:05pm,Las Vegas,South Point Casino,NLH,$150,$118,$32,No Limit Hold'em Deep Stack
5086,(1/28),6:30pm,Las Vegas,Poker Palace Casino,NLH,$20,$10,$10,No Limit Hold'em
5087,(1/28),7:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5088,(1/28),7:05pm,Las Vegas,The Orleans Casino,NLH,$220,$188,$32,No Limit Hold'em Bounty
5089,(1/28),7:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$35,$22,$13,*Saturday $35 NLH w/add-on
5090,(1/28),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5091,(1/28),8:00pm,Las Vegas,Mandalay Bay,NLH,$150,$125,$25,No Limit Hold'em Saturday Night Classic
5092,(1/28),8:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5093,(1/28),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5094,(1/28),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5095,(1/28),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5096,(1/28),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5097,(1/29),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5098,(1/29),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5099,(1/29),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5100,(1/29),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5101,(1/29),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5102,(1/29),11:00am,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5103,(1/29),11:00am,Las Vegas,Venetian Casino,NLH,day 2,$75,$25,Deepstack Showdown Jan '23 - Event #34 - No Limit Hold'em UltimateStack
5104,(1/29),11:05am,Las Vegas,The Orleans Casino,NLH,$200,$148,$52,Sunday Special No-Limit Hold'em
5105,(1/29),12:00pm,Las Vegas,Wynn Casino,NLH,$200,$165,$35,No Limit Hold'em
5106,(1/29),12:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$35,$22,$13,*Sunday $35 NLH w/add-on
5107,(1/29),12:10pm,Las Vegas,Venetian Casino,NLH,$500,$422,$78,Deepstack Showdown Jan '23 - Event #37 - No Limit Hold'em EpicStack Freezeout
5108,(1/29),1:00pm,Las Vegas,Aria Casino,NLH,$160,$125,$35,No Limit Hold'em
5109,(1/29),1:10pm,Las Vegas,Sahara Las Vegas,NLH,$75,$65,$10,$75 NLHE Bounty
5110,(1/29),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5111,(1/29),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5112,(1/29),2:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em Turbo
5113,(1/29),4:05pm,Las Vegas,The Orleans Casino,ROSE,$200,$158,$42,R.O.S.E.
5114,(1/29),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5115,(1/29),5:00pm,Las Vegas,Bellagio Casino,NLH,$160,$125,$35,No Limit Hold'em
5116,(1/29),5:20pm,Las Vegas,Sahara Las Vegas,NLCRPI,$75,$60,$15,$75 Primetime Splash Pot Pineapple
5117,(1/29),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5118,(1/29),6:05pm,Las Vegas,South Point Casino,NLH,$150,$118,$32,No Limit Hold'em Deep Stack
5119,(1/29),6:10pm,Las Vegas,Venetian Casino,NLH,$300,$250,$50,Deepstack Showdown Jan '23 - Event #38 - No Limit Hold'em Bounty
5120,(1/29),7:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5121,(1/29),7:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$35,$22,$13,*Sunday $35 NLH w/add-on
5122,(1/29),8:00pm,Las Vegas,Mandalay Bay,NLH,$60,$40,$20,No Limit Hold'em
5123,(1/29),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5124,(1/29),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5125,(1/29),9:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5126,(1/29),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5127,(1/29),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5128,(1/29),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5129,(1/30),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5130,(1/30),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5131,(1/30),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5132,(1/30),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5133,(1/30),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5134,(1/30),11:00am,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5135,(1/30),11:05am,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5136,(1/30),11:10am,Las Vegas,Venetian Casino,NLH,$400,$330,$70,Deepstack Showdown Jan '23 - Event #39 - No Limit Hold'em UltimateStack
5137,(1/30),12:00pm,Las Vegas,Wynn Casino,NLH,$200,$165,$35,No Limit Hold'em
5138,(1/30),12:10pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5139,(1/30),1:00pm,Las Vegas,Aria Casino,NLH,$160,$125,$35,No Limit Hold'em
5140,(1/30),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5141,(1/30),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5142,(1/30),2:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em Turbo
5143,(1/30),2:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em Turbo
5144,(1/30),4:00pm,Las Vegas,Sahara Las Vegas,NLCRPI,$60,$48,$12,$60 NL Crazy Pineapple
5145,(1/30),4:05pm,Las Vegas,The Orleans Casino,HORSE,$125,$98,$27,H.O.R.S.E.
5146,(1/30),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5147,(1/30),5:00pm,Las Vegas,Bellagio Casino,NLH,$160,$125,$35,No Limit Hold'em
5148,(1/30),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5149,(1/30),6:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5150,(1/30),6:10pm,Las Vegas,Venetian Casino,NLH,$300,$250,$50,Deepstack Showdown Jan '23 - Event #40 - No Limit Hold'em Bounty
5151,(1/30),7:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5152,(1/30),7:05pm,Las Vegas,The Orleans Casino,NLH,$125,$98,$27,No Limit Crazy Pineapple
5153,(1/30),7:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$55,$42,$13,Monday $55 Bounty NLH
5154,(1/30),8:00pm,Las Vegas,Mandalay Bay,NLH,$60,$40,$20,No Limit Hold'em
5155,(1/30),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5156,(1/30),8:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5157,(1/30),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5158,(1/30),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5159,(1/30),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5160,(1/30),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5161,(1/31),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5162,(1/31),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5163,(1/31),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5164,(1/31),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5165,(1/31),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5166,(1/31),11:05am,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5167,(1/31),11:10am,Las Vegas,Venetian Casino,NLH,$400,$330,$70,Deepstack Showdown Jan '23 - Event #39 - No Limit Hold'em UltimateStack
5168,(1/31),12:00pm,Las Vegas,Wynn Casino,NLH,$200,$165,$35,No Limit Hold'em
5169,(1/31),12:10pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5170,(1/31),1:00pm,Las Vegas,Aria Casino,NLH,$160,$125,$35,No Limit Hold'em
5171,(1/31),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5172,(1/31),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5173,(1/31),2:05pm,Las Vegas,South Point Casino,FLO8,$60,$43,$17,Omaha 8/B
5174,(1/31),4:00pm,Las Vegas,Sahara Las Vegas,NLCRPI,$60,$48,$12,$60 NL Crazy Pineapple
5175,(1/31),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5176,(1/31),5:00pm,Las Vegas,Bellagio Casino,NLH,$160,$125,$35,No Limit Hold'em
5177,(1/31),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5178,(1/31),6:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5179,(1/31),6:10pm,Las Vegas,Venetian Casino,NLH,$300,$250,$50,Deepstack Showdown Jan '23 - Event #41 - No Limit Hold'em Bounty
5180,(1/31),7:05pm,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5181,(1/31),7:05pm,Las Vegas,Westgate Las Vegas Resort & Casino,NLH,$35,$22,$13,Tuesday $35 NLH
5182,(1/31),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5183,(1/31),8:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5184,(1/31),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5185,(1/31),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5186,(1/31),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5187,(1/31),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5188,(2/01),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5189,(2/01),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5190,(2/01),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5191,(2/01),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5192,(2/01),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5193,(2/01),11:00am,Las Vegas,Venetian Casino,NLH,day 2,$50,$25,Deepstack Showdown Jan '23 - Event #39 - No Limit Hold'em UltimateStack
5194,(2/01),11:05am,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5195,(2/01),12:00pm,Las Vegas,Wynn Casino,NLH,$200,$165,$35,No Limit Hold'em
5196,(2/01),12:10pm,Las Vegas,Venetian Casino,NLH,$500,$422,$78,Deepstack Showdown Jan '23 - Event #42 - No Limit Hold'em EpicStack Freezeout
5197,(2/01),12:10pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5198,(2/01),1:00pm,Las Vegas,Aria Casino,NLH,$160,$125,$35,No Limit Hold'em
5199,(2/01),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5200,(2/01),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5201,(2/01),2:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em Turbo
5202,(2/01),4:00pm,Las Vegas,Sahara Las Vegas,NLCRPI,$60,$48,$12,$60 NL Crazy Pineapple
5203,(2/01),4:05pm,Las Vegas,The Orleans Casino,O8/S8,$150,$118,$32,Omaha 8/B / Stud 8
5204,(2/01),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5205,(2/01),5:00pm,Las Vegas,Bellagio Casino,NLH,$160,$125,$35,No Limit Hold'em
5206,(2/01),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5207,(2/01),6:05pm,Las Vegas,South Point Casino,NLH,$150,$118,$32,No Limit Hold'em Deep Stack
5208,(2/01),6:10pm,Las Vegas,Venetian Casino,NLH,$300,$250,$50,Deepstack Showdown Jan '23 - Event #43 - No Limit Hold'em Bounty Survivor
5209,(2/01),7:05pm,Las Vegas,The Orleans Casino,NLH,$125,$100,$25,No Limit Hold'em Survivor
5210,(2/01),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5211,(2/01),8:30pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,*$60 NLHE Daily
5212,(2/01),9:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5213,(2/01),10:05pm,Las Vegas,South Point Casino,NLH,$60,$47,$13,No Limit Hold'em Turbo
5214,(2/01),11:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5215,(2/01),11:59pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,Midnight Maddness Hyper Turbo
5216,(2/02),12:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5217,(2/02),9:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5218,(2/02),10:00am,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5219,(2/02),10:05am,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5220,(2/02),11:00am,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5221,(2/02),11:00am,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5222,(2/02),11:05am,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5223,(2/02),11:10am,Las Vegas,Venetian Casino,NLH,$800,$690,$110,Deepstack Showdown Jan '23 - Event #44 - No Limit Hold'em UltimateStack
5224,(2/02),12:00pm,Las Vegas,Wynn Casino,NLH,$200,$165,$35,No Limit Hold'em
5225,(2/02),12:10pm,Las Vegas,Sahara Las Vegas,NLH,$60,$48,$12,$60 NLHE Daily
5226,(2/02),1:00pm,Las Vegas,Aria Casino,NLH,$160,$125,$35,No Limit Hold'em
5227,(2/02),2:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5228,(2/02),2:00pm,Las Vegas,Caesars Palace,NLH,$150,$115,$35,No Limit Hold'em
5229,(2/02),2:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em Turbo
5230,(2/02),2:00pm,Las Vegas,South Point Casino,O8/S8,$150,$118,$32,Omaha 8 / Stud 8
5231,(2/02),4:00pm,Las Vegas,Sahara Las Vegas,NLCRPI,$60,$48,$12,$60 NL Crazy Pineapple
5232,(2/02),5:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
5233,(2/02),5:00pm,Las Vegas,Bellagio Casino,NLH,$160,$125,$35,No Limit Hold'em
5234,(2/02),6:00pm,Las Vegas,Caesars Palace,NLH,$100,$75,$25,No Limit Hold'em
5235,(2/02),6:05pm,Las Vegas,South Point Casino,NLH,$60,$43,$17,No Limit Hold'em
5236,(2/02),6:10pm,Las Vegas,Venetian Casino,NLH,$300,$250,$50,Deepstack Showdown Jan '23 - Event #45 - No Limit Hold'em Survivor
5237,(2/02),7:00pm,Las Vegas,MGM Grand,NLH,$100,$75,$25,No Limit Hold'em
5238,(2/02),7:05pm,Las Vegas,The Orleans Casino,NLH,$100,$76,$24,Super Stack No-Limit Hold'em
5239,(2/02),8:00pm,Las Vegas,Mandalay Bay,NLH,$60,$40,$20,No Limit Hold'em
5240,(2/02),8:00pm,Las Vegas,Horseshoe Las Vegas,NLH,$75,$50,$25,No Limit Hold'em
