Unique ID,Date Time,Venue,Postal Code,Game Type,Total buy in,Prize Pool,Rake,Prize Pool Ratio,Additional Info
2651,1/29/2023 3:00:00 pm,Caesars Southern Indiana,47117,NLH,105,83,22,0.7904761904761904,NLH w/Final Table Jackpot
2652,1/30/2023 6:00:00 pm,Tri-State Social,42420,NLH,60,50,10,0.8333333333333334,$60 Monday Night Football NLT
2653,1/31/2023 7:00:00 pm,Tri-State Social,42420,NLH,120,100,20,0.8333333333333334,$120 Tuesday Freezout
2654,2/01/2023 7:00:00 pm,Caesars Southern Indiana,47117,NLH,100,83,17,0.83,Green Chip Bounty
2655,2/02/2023 12:00:00 pm,Caesars Southern Indiana,47117,NLH,70,53,17,0.7571428571428571,NLH
2656,2/05/2023 3:00:00 pm,Caesars Southern Indiana,47117,NLH,105,83,22,0.7904761904761904,NLH w/Final Table Jackpot
2657,2/08/2023 7:00:00 pm,Caesars Southern Indiana,47117,NLH,100,83,17,0.83,Green Chip Bounty
2658,2/09/2023 12:00:00 pm,Caesars Southern Indiana,47117,NLH,70,53,17,0.7571428571428571,NLH
2659,2/12/2023 3:00:00 pm,Caesars Southern Indiana,47117,NLH,105,83,22,0.7904761904761904,NLH w/Final Table Jackpot
2660,2/15/2023 7:00:00 pm,Caesars Southern Indiana,47117,NLH,100,83,17,0.83,Green Chip Bounty
2661,2/16/2023 12:00:00 pm,Caesars Southern Indiana,47117,NLH,70,53,17,0.7571428571428571,NLH
2662,2/19/2023 3:00:00 pm,Caesars Southern Indiana,47117,NLH,105,83,22,0.7904761904761904,NLH w/Final Table Jackpot
2663,2/22/2023 7:00:00 pm,Caesars Southern Indiana,47117,NLH,100,83,17,0.83,Green Chip Bounty
2664,2/23/2023 12:00:00 pm,Caesars Southern Indiana,47117,NLH,70,53,17,0.7571428571428571,NLH
2665,2/26/2023 3:00:00 pm,Caesars Southern Indiana,47117,NLH,105,83,22,0.7904761904761904,NLH w/Final Table Jackpot
2666,3/01/2023 7:00:00 pm,Caesars Southern Indiana,47117,NLH,100,83,17,0.83,Green Chip Bounty
2667,3/02/2023 12:00:00 pm,Caesars Southern Indiana,47117,NLH,70,53,17,0.7571428571428571,NLH
2668,3/05/2023 3:00:00 pm,Caesars Southern Indiana,47117,NLH,105,83,22,0.7904761904761904,NLH w/Final Table Jackpot
2669,3/08/2023 7:00:00 pm,Caesars Southern Indiana,47117,NLH,100,83,17,0.83,Green Chip Bounty
2670,3/09/2023 12:00:00 pm,Caesars Southern Indiana,47117,NLH,70,53,17,0.7571428571428571,NLH
2671,3/12/2023 3:00:00 pm,Caesars Southern Indiana,47117,NLH,105,83,22,0.7904761904761904,NLH w/Final Table Jackpot
2672,3/15/2023 7:00:00 pm,Caesars Southern Indiana,47117,NLH,100,83,17,0.83,Green Chip Bounty
2673,1/14/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2674,1/16/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2675,1/18/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2676,1/21/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2677,1/23/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2678,1/25/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2679,1/28/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2680,1/30/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2681,2/01/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2682,2/04/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2683,2/06/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2684,2/08/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2685,2/11/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2686,2/13/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2687,2/15/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2688,2/18/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2689,2/20/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2690,2/22/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2691,2/25/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2692,2/27/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2693,3/01/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2694,3/04/2023 11:00:00 am,Bally's Shreveport,71101,NLH,230,200,30,0.8695652173913043,No-Limit Hold'em
2695,3/06/2023 6:00:00 pm,Bally's Shreveport,71101,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em Monday Monster Stack
2696,3/08/2023 12:00:00 pm,Bally's Shreveport,71101,NLH,130,105,25,0.8076923076923077,No-Limit Hold'em
2697,1/14/2023 11:00:00 am,Elks #155 Charity Casino,93445,NLH,50,40,10,0.8,Mega Rebuy
2698,1/14/2023 12:00:00 pm,Krazy Kopz at Vision Lanes,48185,MLO,100,100,"0% of total buy-in extracted for charity, per state law.",1.0,Pot-Limit Omaha
2699,1/14/2023 12:30:00 pm,Hollywood Casino at Greektown,48226,NLH,150,125,25,0.8333333333333334,Green Chip Bounty
2700,1/14/2023 1:00:00 pm,Rosemack Poker Room,48066,NLH,40,40,"5% of buy-in extracted for charity, per state law.",1.0,NLH
2701,1/14/2023 7:00:00 pm,Waterford Card Room at 300 Bowl,48328,NLH,100,100,"0% of buy-in extracted for charity, per state law.",1.0,2nd & 4th Saturday of the Month NLH
2702,1/14/2023 7:00:00 pm,Rosemack Poker Room,48066,NLH,70,70,"5% of buy-in extracted for charity, per state law.",1.0,NLH
2703,1/14/2023 7:00:00 pm,Krazy Kopz at Vision Lanes,48185,NLH,55,55,"0% of total buy-in extracted for charity, per state law.",1.0,NLH
2704,1/14/2023 7:00:00 pm,Legends Poker Place of Metamora,48455,NLH,20,20,"0% of buy-in extracted for charity, per state law.",1.0,NLH w/Rebuys
2705,1/14/2023 7:30:00 pm,Hollywood Casino at Greektown,48226,NLH,150,125,25,0.8333333333333334,NLH
2706,1/14/2023 7:30:00 pm,Momo's Poker Room,48180,NLH,35,35,"0% of total buy-in extracted for charity, per state law.",1.0,NLH
2707,1/15/2023 1:00:00 pm,Krazy Kopz at Vision Lanes,48185,NLH,55,55,"0% of total buy-in extracted for charity, per state law.",1.0,NLH
2708,1/15/2023 7:00:00 pm,Krazy Kopz at Vision Lanes,48185,NLH,45,45,"0% of total buy-in extracted for charity, per state law.",1.0,NLH
2709,1/15/2023 7:00:00 pm,One Eyed Jacks Poker Room,34233,NLH,60,60,5% of entry fee withheld per Michigan Charitable Gaming Law,1.0,Survivor ($225 payouts)
2710,1/15/2023 7:00:00 pm,Waterford Card Room at 300 Bowl,48328,NLH,45,45,"0% of buy-in extracted for charity, per state law.",1.0,NLH
2711,1/16/2023 1:00:00 pm,Ciccarelli's Sports Bar,48315,NLH,40,40,"5% of buy-in extracted for charity, per state law.",1.0,NLH
2712,1/14/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2713,1/14/2023 12:15:00 pm,FireKeepers Casino,49014,NLCRPI,50,40,10,0.8,Crazy Pineapple
2714,1/14/2023 2:00:00 pm,FireKeepers Casino,49014,NLH,100,90,10,0.9,Ladies Only Tournament
2715,1/14/2023 5:30:00 pm,The New Saginaw Poker Room,48603,NLH,100,90,10,0.9,NLH
2716,1/14/2023 6:15:00 pm,FireKeepers Casino,49014,NLH,125,105,20,0.84,Green Chip Bounty
2717,1/14/2023 7:00:00 pm,The Event Spot Poker Room,48917,NLH,45,45,"0% of buy-in extracted for charity, per state law.",1.0,NLH
2718,1/14/2023 7:00:00 pm,Corunna Poker Room,48867,NLH,90,90,"0% of total buy-in extracted for charity, per state law.",1.0,NLH w/single re-entry
2719,1/15/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,200,170,30,0.85,NLH
2720,1/15/2023 6:15:00 pm,FireKeepers Casino,49014,NLPAPL,50,40,10,0.8,Pineapple
2721,1/16/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2722,1/16/2023 6:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2723,1/17/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2724,1/17/2023 6:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2725,1/18/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2726,1/18/2023 6:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2727,1/18/2023 7:00:00 pm,The Event Spot Poker Room,48917,NLH,45,45,"0% of buy-in extracted for charity, per state law.",1.0,NLH
2728,1/19/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2729,1/19/2023 6:15:00 pm,FireKeepers Casino,49014,MLHA,65,45,20,0.6923076923076923,Round by Round (NLH-PLO Mix)
2730,1/19/2023 7:00:00 pm,The Event Spot Poker Room,48917,NLH,45,45,"0% of buy-in extracted for charity, per state law.",1.0,NLH
2731,1/19/2023 7:00:00 pm,Corunna Poker Room,48867,NLH,20,20,"0% of total buy-in extracted for charity, per state law.",1.0,NLH w/rebuys & add-on
2732,1/20/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2733,1/20/2023 6:15:00 pm,FireKeepers Casino,49014,NLH,95,75,20,0.7894736842105263,Mega Stack Turbo w/add-ons
2734,1/20/2023 7:00:00 pm,The Event Spot Poker Room,48917,NLH,100,100,"0% of buy-in extracted for charity, per state law.",1.0,1st & 3rd Friday of the Month NLH
2735,1/20/2023 7:00:00 pm,Corunna Poker Room,48867,NLH,50,50,"0% of total buy-in extracted for charity, per state law.",1.0,NLH w/single re-entry
2736,1/21/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2737,1/21/2023 12:15:00 pm,FireKeepers Casino,49014,NLCRPI,50,40,10,0.8,Crazy Pineapple
2738,1/21/2023 5:30:00 pm,The New Saginaw Poker Room,48603,NLH,100,90,10,0.9,NLH
2739,1/21/2023 6:15:00 pm,FireKeepers Casino,49014,NLH,125,105,20,0.84,Green Chip Bounty
2740,1/21/2023 7:00:00 pm,The Event Spot Poker Room,48917,NLH,45,45,"0% of buy-in extracted for charity, per state law.",1.0,NLH
2741,1/21/2023 7:00:00 pm,Corunna Poker Room,48867,NLH,90,90,"0% of total buy-in extracted for charity, per state law.",1.0,NLH w/single re-entry
2742,1/22/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,200,170,30,0.85,NLH
2743,1/22/2023 6:15:00 pm,FireKeepers Casino,49014,NLPAPL,50,40,10,0.8,Pineapple
2744,1/23/2023 12:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2745,1/23/2023 6:15:00 pm,FireKeepers Casino,49014,NLH,50,40,10,0.8,NLH
2746,1/15/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2747,1/18/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2748,1/19/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2749,1/22/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2750,1/25/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2751,1/26/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2752,1/28/2023 11:00:00 am,Island Casino,49845,NLH,10,0,10,0.0,Jewett Invitational
2753,1/29/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2754,2/01/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2755,2/02/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2756,2/05/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2757,2/08/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2758,2/09/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2759,2/12/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2760,2/15/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2761,2/16/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2762,2/19/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2763,2/22/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2764,2/23/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2765,2/26/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2766,3/01/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2767,3/02/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2768,3/05/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2769,3/08/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2770,3/09/2023 6:30:00 pm,Island Casino,49845,NLH,100,86,14,0.86,Super Satellite
2771,3/12/2023 5:00:00 pm,Island Casino,49845,NLH,50,36,14,0.72,Midwest Poker Challenge Qualifier
2772,3/15/2023 6:30:00 pm,Island Casino,49845,NLH,60,46,14,0.7666666666666667,Great Lakes Summer Showdown Satellite
2773,1/14/2023 10:30:00 am,Canterbury Park,55379,NLH,350,298,52,0.8514285714285714,Second Saturday Deep Stack
2774,1/14/2023 11:00:00 am,Running Aces Casino & Racetrack,55025,NLH,800,700,100,0.875,Big Stack Avalanche - Series Event - Main Event
2775,1/14/2023 7:00:00 pm,Seven Clans Casino Warroad,56763,NLH,120,100,20,0.8333333333333334,No-Limit Hold'em
2776,1/15/2023 10:30:00 am,Canterbury Park,55379,NLH,150,115,35,0.7666666666666667,No-Limit Hold'em - Deep Stack
2777,1/15/2023 6:00:00 pm,Seven Clans Casino Warroad,56763,NLH,50,40,10,0.8,No-Limit Hold'em
2778,1/15/2023 6:30:00 pm,Canterbury Park,55379,NLH,85,61,24,0.7176470588235294,No-Limit Hold'em
2779,1/16/2023 10:00:00 am,Running Aces Casino & Racetrack,55025,NLCRPI,90,67,23,0.7444444444444445,The Crazy Pineapple
2780,1/16/2023 10:30:00 am,Canterbury Park,55379,NLH,85,61,24,0.7176470588235294,No-Limit Hold'em
2781,1/16/2023 6:00:00 pm,Running Aces Casino & Racetrack,55025,NLH,125,98,27,0.784,No-Limit Hold'em - $25 Bounty
2782,1/16/2023 6:30:00 pm,Canterbury Park,55379,NLH,150,121,29,0.8066666666666666,No-Limit Hold'em Double Green Chip Bounty
2783,1/17/2023 10:00:00 am,Running Aces Casino & Racetrack,55025,NLH,75,55,20,0.7333333333333333,The 75
2784,1/17/2023 10:30:00 am,Canterbury Park,55379,NLH,150,118,32,0.7866666666666666,No-Limit Hold'em Super Stack
2785,1/17/2023 6:00:00 pm,Running Aces Casino & Racetrack,55025,NLH,140,110,30,0.7857142857142857,The Extras NLH
2786,1/17/2023 6:30:00 pm,Canterbury Park,55379,NLH,120,92,28,0.7666666666666667,No-Limit Hold'em
2787,1/18/2023 10:30:00 am,Canterbury Park,55379,NLH,150,118,32,0.7866666666666666,No-Limit Hold'em Super Stack
2788,1/18/2023 6:00:00 pm,Running Aces Casino & Racetrack,55025,PLO,130,104,26,0.8,PLO
2789,1/18/2023 6:30:00 pm,Canterbury Park,55379,NLH,250,202,48,0.808,Double Stack NLH
2790,1/19/2023 10:00:00 am,Running Aces Casino & Racetrack,55025,NLH,90,67,23,0.7444444444444445,No-Limit Hold'em - The Splash Pots
2791,1/19/2023 6:00:00 pm,Running Aces Casino & Racetrack,55025,NLH,200,160,40,0.8,No-Limit Hold'em - Double Stack
2792,1/19/2023 6:30:00 pm,Canterbury Park,55379,NLH,150,118,32,0.7866666666666666,No-Limit Hold'em Super Stack NLH
2793,1/19/2023 7:00:00 pm,Seven Clans Casino Warroad,56763,NLH,50,40,10,0.8,No-Limit Hold'em
2794,1/20/2023 10:00:00 am,Running Aces Casino & Racetrack,55025,NLH,140,110,30,0.7857142857142857,The Extras NLH
2795,1/20/2023 10:30:00 am,Canterbury Park,55379,NLH,150,120,30,0.8,No-Limit Hold'em - $50 Bounty
2796,1/14/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2797,1/14/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,120,100,20,0.8333333333333334,Full Tilt No Limit Hold'em
2798,1/14/2023 12:00:00 pm,Silverado Franklin Casino,57732,NLH,78,70,8,0.8974358974358975,Saturday Deep Stack w/ Ticket
2799,1/15/2023 3:00:00 pm,Silverado Franklin Casino,57732,NLH,34,30,4,0.8823529411764706,Sunday Triple Stack
2800,1/16/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2801,1/16/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,112,100,12,0.8928571428571429,Greg and Cathys Tag Team Bounty
2802,1/17/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2803,1/17/2023 6:30:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,140,120,20,0.8571428571428571,No-Limit Hold'em
2804,1/17/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,56,50,6,0.8928571428571429,Tuesday Re-buy Bounty
2805,1/18/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,45,40,5,0.8888888888888888,Wednesday Re-Buy
2806,1/19/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,89,80,9,0.898876404494382,Thursday Deep Stack
2807,1/20/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2808,1/20/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2809,1/20/2023 12:00:00 pm,Silverado Franklin Casino,57732,NLH,78,70,8,0.8974358974358975,Friday Noon Deep Stack
2810,1/20/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,166,150,16,0.9036144578313252,Friday Night Tournament w/ Ticket
2811,1/21/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2812,1/21/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,120,100,20,0.8333333333333334,Full Tilt No Limit Hold'em
2813,1/21/2023 12:00:00 pm,Silverado Franklin Casino,57732,NLH,78,70,8,0.8974358974358975,Saturday Deep Stack w/ Ticket
2814,1/22/2023 3:00:00 pm,Silverado Franklin Casino,57732,NLH,34,30,4,0.8823529411764706,Sunday Triple Stack
2815,1/23/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2816,1/23/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,112,100,12,0.8928571428571429,Monday Tag Team
2817,1/24/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2818,1/24/2023 6:30:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,140,120,20,0.8571428571428571,No-Limit Hold'em
2819,1/24/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,56,50,6,0.8928571428571429,Tuesday Re-buy Bounty
2820,1/25/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,45,40,5,0.8888888888888888,Wednesday Re-Buy
2821,1/26/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,89,80,9,0.898876404494382,Thursday Deep Stack
2822,1/27/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2823,1/27/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2824,1/27/2023 12:00:00 pm,Silverado Franklin Casino,57732,NLH,78,70,8,0.8974358974358975,Friday Noon Deep Stack
2825,1/27/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,166,150,16,0.9036144578313252,Friday Night Tournament w/ Ticket
2826,1/28/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2827,1/28/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,120,100,20,0.8333333333333334,Full Tilt No Limit Hold'em
2828,1/28/2023 12:00:00 pm,Silverado Franklin Casino,57732,NLH,78,70,8,0.8974358974358975,Saturday Deep Stack w/ Ticket
2829,1/29/2023 3:00:00 pm,Silverado Franklin Casino,57732,NLH,34,30,4,0.8823529411764706,Sunday Triple Stack
2830,1/30/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2831,1/30/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,112,100,12,0.8928571428571429,Monday Tag Team
2832,1/31/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2833,1/31/2023 6:30:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,140,120,20,0.8571428571428571,No-Limit Hold'em
2834,1/31/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,56,50,6,0.8928571428571429,Tuesday Re-buy Bounty
2835,2/01/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,45,40,5,0.8888888888888888,Wednesday Re-Buy
2836,2/02/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,89,80,9,0.898876404494382,Thursday Deep Stack
2837,2/03/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2838,2/03/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2839,2/03/2023 12:00:00 pm,Silverado Franklin Casino,57732,NLH,78,70,8,0.8974358974358975,Friday Noon Deep Stack
2840,2/03/2023 6:30:00 pm,Silverado Franklin Casino,57732,NLH,166,150,16,0.9036144578313252,Friday Night Tournament w/ Ticket
2841,2/04/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2842,2/04/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,120,100,20,0.8333333333333334,Full Tilt No Limit Hold'em
2843,2/04/2023 12:00:00 pm,Silverado Franklin Casino,57732,NLH,78,70,8,0.8974358974358975,Saturday Deep Stack w/ Ticket
2844,2/05/2023 3:00:00 pm,Silverado Franklin Casino,57732,NLH,34,30,4,0.8823529411764706,Sunday Triple Stack
2845,2/06/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2846,2/07/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2847,2/07/2023 6:30:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,140,120,20,0.8571428571428571,No-Limit Hold'em
2848,2/10/2023 10:30:00 am,Saloon No. 10,57732,NLH,9,6,3,0.6666666666666666,Six Shooter
2849,2/10/2023 12:00:00 pm,Cadillac Jack's Gaming Resort,57732,NLH,60,50,10,0.8333333333333334,No-Limit Hold'em
2850,1/15/2023 12:00:00 am,Caesars Palace,89109,NLH,100,75,25,0.75,No Limit Hold'em
2851,1/15/2023 9:00:00 am,Horseshoe Las Vegas,89109,NLH,75,50,25,0.6666666666666666,No Limit Hold'em
2852,1/15/2023 10:00:00 am,Caesars Palace,89109,NLH,100,75,25,0.75,No Limit Hold'em
2853,1/15/2023 10:05:00 am,South Point Casino,89183,NLH,60,43,17,0.7166666666666667,No Limit Hold'em
2854,1/15/2023 11:00:00 am,Horseshoe Las Vegas,89109,NLH,75,50,25,0.6666666666666666,No Limit Hold'em
2855,1/15/2023 11:00:00 am,MGM Grand,89109,NLH,100,75,25,0.75,No Limit Hold'em
2856,1/15/2023 11:05:00 am,The Orleans Casino,89103,NLH,200,148,52,0.74,Sunday Special No-Limit Hold'em
2857,1/15/2023 11:10:00 am,Venetian Casino,89109,NLH,400,333,67,0.8325,Deepstack Showdown Jan '23 - Event #13 - No Limit Hold'em EpicStack
2858,1/15/2023 12:00:00 pm,Wynn Casino,89109,NLH,400,345,55,0.8625,Wynn January Signature Series - Series Event - No Limit Hold'em
2859,1/15/2023 12:05:00 pm,Westgate Las Vegas Resort & Casino,89109,NLH,35,22,13,0.6285714285714286,*Sunday $35 NLH w/add-on
2860,1/15/2023 1:00:00 pm,Aria Casino,89158,NLH,160,125,35,0.78125,No Limit Hold'em
2861,1/15/2023 1:10:00 pm,Sahara Las Vegas,89109,NLH,75,65,10,0.8666666666666667,$75 NLHE Bounty
2862,1/15/2023 2:00:00 pm,Caesars Palace,89109,NLH,150,115,35,0.7666666666666667,No Limit Hold'em
2863,1/15/2023 2:00:00 pm,Horseshoe Las Vegas,89109,NLH,75,50,25,0.6666666666666666,No Limit Hold'em
2864,1/15/2023 2:00:00 pm,MGM Grand,89109,NLH,100,75,25,0.75,No Limit Hold'em Turbo
2865,1/15/2023 2:10:00 pm,Venetian Casino,89109,PLO,400,340,60,0.85,Deepstack Showdown Jan '23 - Event #14 - Pot Limit Omaha
2866,1/15/2023 4:05:00 pm,The Orleans Casino,89103,ROSE,200,158,42,0.79,R.O.S.E.
2867,1/15/2023 5:00:00 pm,Horseshoe Las Vegas,89109,NLH,75,50,25,0.6666666666666666,No Limit Hold'em
2868,1/15/2023 5:00:00 pm,Bellagio Casino,89109,NLH,160,125,35,0.78125,No Limit Hold'em
2869,1/15/2023 5:20:00 pm,Sahara Las Vegas,89109,NLCRPI,75,60,15,0.8,$75 Primetime Splash Pot Pineapple
2870,1/15/2023 6:00:00 pm,Caesars Palace,89109,NLH,100,75,25,0.75,No Limit Hold'em
