Unique ID,Date Time,Venue,Postal Code,Game Type,Total buy in,Prize Pool,Rake,Prize Pool Ratio,Additional Info
1571,1/20/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1572,1/20/2023 5:30:00 pm,Dover Poker Room & Casino,3820,NLH,140,129,11,0.9214285714285714,FRIDAY $140
1573,1/20/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1574,1/20/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1575,1/21/2023 11:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1576,1/21/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1577,1/21/2023 1:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1578,1/21/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,150,119,31,0.7933333333333333,$150
1579,1/21/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1580,1/22/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1581,1/22/2023 11:10:00 am,Foxwoods Casino,6338,NLH,360,306,54,0.85,NLH
1582,1/22/2023 1:00:00 pm,Dover Poker Room & Casino,3820,NLH,90,71,19,0.7888888888888889,SUNDAY $90
1583,1/23/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1584,1/24/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1585,1/24/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1586,1/24/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1587,1/24/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1588,1/25/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1589,1/25/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1590,1/25/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1591,1/26/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1592,1/26/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1593,1/27/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1594,1/27/2023 5:30:00 pm,Dover Poker Room & Casino,3820,NLH,140,129,11,0.9214285714285714,FRIDAY $140
1595,1/27/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1596,1/27/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1597,1/28/2023 11:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1598,1/28/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1599,1/28/2023 1:00:00 pm,Lakes Region Casino,3220,NLH,100,100,"0% of buy-in extracted for charity, per state law.",1.0,NLH with Single Rebuy/Add-On
1600,1/28/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,240,191,49,0.7958333333333333,SATURDAY $250
1601,1/28/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1602,1/29/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1603,1/29/2023 11:10:00 am,Foxwoods Casino,6338,NLH,360,306,54,0.85,NLH
1604,1/29/2023 1:00:00 pm,Dover Poker Room & Casino,3820,NLH,90,71,19,0.7888888888888889,SUNDAY $90
1605,1/30/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1606,1/31/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1607,1/31/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1608,1/31/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1609,1/31/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1610,2/01/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1611,2/01/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1612,2/01/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1613,2/02/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1614,2/02/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1615,2/03/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1616,2/03/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1617,2/03/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1618,2/04/2023 11:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1619,2/04/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1620,2/04/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,150,119,31,0.7933333333333333,$150
1621,2/04/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1622,2/05/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1623,2/05/2023 11:10:00 am,Foxwoods Casino,6338,NLH,360,306,54,0.85,NLH
1624,2/06/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1625,2/07/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1626,2/07/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1627,2/07/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,150,119,31,0.7933333333333333,$150
1628,2/07/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1629,2/07/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1630,2/08/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1631,2/08/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1632,2/08/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1633,2/09/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1634,2/09/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1635,2/10/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1636,2/10/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1637,2/10/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1638,2/11/2023 11:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1639,2/11/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1640,2/11/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1641,2/12/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1642,2/12/2023 11:10:00 am,Foxwoods Casino,6338,NLH,360,306,54,0.85,NLH
1643,2/13/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1644,2/14/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1645,2/14/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1646,2/14/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,240,191,49,0.7958333333333333,SATURDAY $250
1647,2/14/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1648,2/14/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1649,2/15/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1650,2/15/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1651,2/15/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1652,2/16/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1653,2/16/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1654,2/17/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1655,2/17/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1656,2/17/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1657,2/18/2023 11:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1658,2/18/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1659,2/18/2023 11:43:00 am,Manchester Poker Room,3103,NLH,150,119,31,0.7933333333333333,_New Tournament_
1660,2/18/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1661,2/19/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1662,2/19/2023 11:10:00 am,Foxwoods Casino,6338,NLH,360,306,54,0.85,NLH
1663,2/20/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1664,2/21/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1665,2/21/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1666,2/21/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,150,119,31,0.7933333333333333,$150
1667,2/21/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1668,2/21/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1669,2/22/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1670,2/22/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1671,2/22/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1672,2/23/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1673,2/23/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1674,2/24/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1675,2/24/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,150,119,31,0.7933333333333333,$150
1676,2/24/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1677,2/24/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1678,2/25/2023 11:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1679,2/25/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1680,2/25/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1681,2/26/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1682,2/27/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1683,2/28/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1684,2/28/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1685,2/28/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,240,191,49,0.7958333333333333,SATURDAY $250
1686,2/28/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1687,2/28/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1688,3/01/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1689,3/01/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1690,3/01/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1691,3/02/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1692,3/02/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1693,3/03/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1694,3/03/2023 1:00:00 pm,Manchester Poker Room,3103,NLH,240,191,49,0.7958333333333333,SATURDAY $250
1695,3/03/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1696,3/03/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1697,3/04/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1698,3/05/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1699,3/05/2023 11:10:00 am,Foxwoods Casino,6338,NLH,360,306,54,0.85,NLH
1700,3/06/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1701,3/07/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1702,3/07/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1703,3/07/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1704,3/07/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1705,3/08/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1706,3/08/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1707,3/08/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1708,3/09/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1709,3/09/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1710,3/10/2023 11:00:00 am,Mohegan Sun,6382,NLH,200,170,30,0.85,NLH w/Dealer Add-On
1711,3/10/2023 6:00:00 pm,Lakes Region Casino,3220,NLH,150,150,"0% of buy-in extracted for charity, per state law.",1.0,Turbo
1712,3/10/2023 6:30:00 pm,Northwoods Casino,98264,NLH,30,30,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1713,3/11/2023 11:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1714,3/11/2023 11:15:00 am,MGM Springfield,1103,NLH,250,205,45,0.82,NLH
1715,3/11/2023 6:30:00 pm,Northwoods Casino,98264,NLH,40,40,"0% of buy-in extracted for charity, per state law.",1.0,Bounty
1716,3/12/2023 11:00:00 am,Mohegan Sun,6382,NLH,250,220,30,0.88,Black Chip Bounty NLH
1717,3/12/2023 11:10:00 am,Foxwoods Casino,6338,NLH,360,306,54,0.85,NLH
1718,3/13/2023 10:00:00 am,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1719,3/14/2023 10:10:00 am,Foxwoods Casino,6338,NLH,160,130,30,0.8125,NLH w/Re-Entries
1720,3/14/2023 11:15:00 am,MGM Springfield,1103,NLH,150,115,35,0.7666666666666667,NLH
1721,3/14/2023 6:00:00 pm,Mohegan Sun,6382,NLH,150,125,25,0.8333333333333334,NLH w/Dealer Add-On
1722,3/14/2023 6:15:00 pm,MGM Springfield,1103,NLH,180,150,30,0.8333333333333334,"Survivor ($1,500 payouts)"
1723,3/15/2023 4:10:00 pm,Foxwoods Casino,6338,NLH,260,218,42,0.8384615384615385,NLH w/Re-Entries
1724,3/15/2023 5:00:00 pm,Lakes Region Casino,3220,NLH,90,90,"0% of buy-in extracted for charity, per state law.",1.0,No Rebuy
1725,1/14/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,360,304,56,0.8444444444444444,$150K Guaranteed Multi-Flight - Jan. '23 - Series Event - $150K Multi-Flight
1726,1/14/2023 11:15:00 am,Rivers Casino Philadelphia,19125,NLH,560,485,75,0.8660714285714286,Mystery Rush - Jan. '23 - Series Event - Mystery Rush Bounty
1727,1/15/2023 12:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1728,1/15/2023 3:15:00 pm,Live! Casino Philadelphia,19148,NLH,200,163,37,0.815,$5K Quad Stacks Double Green Chip Bounty
1729,1/16/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
1730,1/16/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,100,79,21,0.79,$3K Bankroll Builder
1731,1/16/2023 7:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1732,1/17/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,160,130,30,0.8125,$3K Double Green Chip Bounty
1733,1/17/2023 6:15:00 pm,Rivers Casino Philadelphia,19125,NLH,130,100,30,0.7692307692307693,$6K NLH
1734,1/17/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
1735,1/18/2023 10:15:00 am,Rivers Casino Philadelphia,19125,NLH,50,38,12,0.76,Young At Heart (50+) Tournament
1736,1/18/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,140,110,30,0.7857142857142857,$3K Quad Stacks
1737,1/18/2023 6:15:00 pm,Rivers Casino Philadelphia,19125,NLH,130,100,30,0.7692307692307693,$5K Deep Stack Turbo
1738,1/18/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
1739,1/18/2023 7:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1740,1/19/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,140,110,30,0.7857142857142857,$3K Quad Stacks Green Chip Bounty
1741,1/19/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,160,130,30,0.8125,$5K Double Green Chip Bounty
1742,1/20/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,250,214,36,0.856,$10K Stacks-A-Delphia Double Green Chip Bounty
1743,1/20/2023 12:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1744,1/20/2023 7:00:00 pm,Mohegan Sun Pocono,18702,NLH,125,105,20,0.84,Green Chip Bounty
1745,1/21/2023 10:15:00 am,Rivers Casino Philadelphia,19125,NLH,65,50,15,0.7692307692307693,Beginners' Tournament
1746,1/21/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,300,249,51,0.83,$15K 30/30
1747,1/21/2023 1:15:00 pm,Rivers Casino Philadelphia,19125,NLH,160,125,35,0.78125,$5K Deep Stack NLH
1748,1/22/2023 11:15:00 am,Rivers Casino Philadelphia,19125,NLH,230,190,40,0.8260869565217391,$10K Deep Stack
1749,1/22/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,200,163,37,0.815,Quad Stacks Double Green Chip Bounty
1750,1/22/2023 12:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1751,1/22/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,130,101,29,0.7769230769230769,Triple Stacks Turbo
1752,1/23/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
1753,1/23/2023 1:15:00 pm,Rivers Casino Philadelphia,19125,NLH,100,75,25,0.75,$2K NLH
1754,1/23/2023 3:15:00 pm,Live! Casino Philadelphia,19148,NLH,80,62,18,0.775,Live! 500 MegaStacks Turbo Satellite
1755,1/23/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,100,79,21,0.79,$3K Bankroll Builder
1756,1/23/2023 7:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1757,1/23/2023 7:15:00 pm,Rivers Casino Philadelphia,19125,NLH,130,100,30,0.7692307692307693,$4K Double Green Chip Bounty
1758,1/24/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,160,130,30,0.8125,$3K Double Green Chip Bounty
1759,1/24/2023 3:15:00 pm,Live! Casino Philadelphia,19148,NLH,80,62,18,0.775,Live! 500 MegaStacks Turbo Satellite
1760,1/24/2023 6:15:00 pm,Rivers Casino Philadelphia,19125,NLH,130,100,30,0.7692307692307693,$6K NLH
1761,1/24/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
1762,1/25/2023 10:15:00 am,Rivers Casino Philadelphia,19125,NLH,50,38,12,0.76,Young At Heart (50+) Tournament
1763,1/25/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,140,110,30,0.7857142857142857,$3K Quad Stacks
1764,1/25/2023 3:15:00 pm,Live! Casino Philadelphia,19148,NLH,80,62,18,0.775,Live! 500 MegaStacks Turbo Satellite
1765,1/25/2023 6:15:00 pm,Rivers Casino Philadelphia,19125,NLH,130,100,30,0.7692307692307693,$5K Deep Stack Turbo
1766,1/25/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
1767,1/25/2023 7:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1768,1/26/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,500,424,76,0.848,$150K Live! Megastacks - Jan. '23 - Series Event - $150K Live! MegaStacks
1769,1/26/2023 3:15:00 pm,Live! Casino Philadelphia,19148,NLH,80,62,18,0.775,Live! 500 MegaStacks Turbo Satellite
1770,1/26/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,500,424,76,0.848,$150K Live! Megastacks - Jan. '23 - Series Event - $150K Live! MegaStacks
1771,1/27/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,500,424,76,0.848,$150K Live! Megastacks - Jan. '23 - Series Event - $150K Live! MegaStacks
1772,1/27/2023 12:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1773,1/27/2023 3:15:00 pm,Live! Casino Philadelphia,19148,NLH,80,62,18,0.775,Live! 500 MegaStacks Turbo Satellite
1774,1/27/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,500,424,76,0.848,$150K Live! Megastacks - Jan. '23 - Series Event - $150K Live! MegaStacks
1775,1/27/2023 7:00:00 pm,Mohegan Sun Pocono,18702,NLH,125,105,20,0.84,Green Chip Bounty
1776,1/28/2023 9:15:00 am,Live! Casino Philadelphia,19148,NLH,80,62,18,0.775,Live! 500 MegaStacks Turbo Satellite
1777,1/28/2023 10:15:00 am,Rivers Casino Philadelphia,19125,NLH,65,50,15,0.7692307692307693,Beginners' Tournament
1778,1/28/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,500,424,76,0.848,$150K Live! Megastacks - Jan. '23 - Series Event - $150K Live! MegaStacks
1779,1/28/2023 1:15:00 pm,Rivers Casino Philadelphia,19125,NLH,160,125,35,0.78125,$5K Deep Stack NLH
1780,1/29/2023 11:15:00 am,Rivers Casino Philadelphia,19125,NLH,230,190,40,0.8260869565217391,$10K Deep Stack
1781,1/29/2023 12:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1782,1/29/2023 3:15:00 pm,Live! Casino Philadelphia,19148,NLH,200,163,37,0.815,Quad Stacks Double Green Chip Bounty
1783,1/30/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
1784,1/30/2023 1:15:00 pm,Rivers Casino Philadelphia,19125,NLH,100,75,25,0.75,$2K NLH
1785,1/30/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,100,79,21,0.79,$3K Bankroll Builder
1786,1/30/2023 7:00:00 pm,Mohegan Sun Pocono,18702,NLH,100,80,20,0.8,Turbo
1787,1/30/2023 7:15:00 pm,Rivers Casino Philadelphia,19125,NLH,130,100,30,0.7692307692307693,$4K Double Green Chip Bounty
1788,1/31/2023 11:15:00 am,Live! Casino Philadelphia,19148,NLH,160,130,30,0.8125,$3K Double Green Chip Bounty
1789,1/31/2023 6:15:00 pm,Rivers Casino Philadelphia,19125,NLH,130,100,30,0.7692307692307693,$6K NLH
1790,1/31/2023 6:15:00 pm,Live! Casino Philadelphia,19148,NLH,120,93,27,0.775,$4K Fat Stacks Green Chip Bounty
