Unique ID,Date,Start time,location,Venue,Game type,Total buy in,Prize pool,rake,Guarantee
6035,(1/20),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6036,(1/21),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$245,$200,$45,No Limit Hold'em
6037,(1/21),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6038,(1/21),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6039,(1/22),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6040,(1/22),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6041,(1/22),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6042,(1/22),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6043,(1/22),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6044,(1/23),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6045,(1/23),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6046,(1/23),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6047,(1/24),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6048,(1/24),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6049,(1/24),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6050,(1/24),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6051,(1/24),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6052,(1/25),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6053,(1/25),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6054,(1/25),6:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$240,$200,$40,No Limit Hold'em Black Chip Bounty
6055,(1/25),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6056,(1/26),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6057,(1/26),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6058,(1/26),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6059,(1/26),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6060,(1/26),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6061,(1/27),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6062,(1/27),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6063,(1/27),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6064,(1/28),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6065,(1/28),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$245,$200,$45,No Limit Hold'em
6066,(1/28),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6067,(1/28),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6068,(1/29),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6069,(1/29),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6070,(1/29),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6071,(1/29),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6072,(1/29),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6073,(1/30),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6074,(1/30),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6075,(1/30),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6076,(1/31),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6077,(1/31),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6078,(1/31),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6079,(1/31),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6080,(1/31),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6081,(2/01),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6082,(2/01),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6083,(2/01),6:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$240,$200,$40,No Limit Hold'em Black Chip Bounty
6084,(2/01),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6085,(2/02),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6086,(2/02),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6087,(2/02),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6088,(2/02),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6089,(2/02),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6090,(2/03),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6091,(2/03),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6092,(2/03),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6093,(2/04),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6094,(2/04),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$245,$200,$45,No Limit Hold'em
6095,(2/04),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6096,(2/04),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6097,(2/05),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6098,(2/05),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6099,(2/05),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6100,(2/05),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6101,(2/05),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6102,(2/06),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6103,(2/06),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6104,(2/06),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6105,(2/07),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6106,(2/07),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6107,(2/07),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6108,(2/07),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6109,(2/07),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6110,(2/08),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6111,(2/08),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6112,(2/08),6:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$240,$200,$40,No Limit Hold'em Black Chip Bounty
6113,(2/08),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6114,(2/09),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6115,(2/09),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6116,(2/09),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6117,(2/09),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6118,(2/09),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6119,(2/10),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6120,(2/10),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6121,(2/10),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6122,(2/11),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6123,(2/11),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$245,$200,$45,No Limit Hold'em
6124,(2/11),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6125,(2/11),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6126,(2/12),11:00am,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$145,$110,$35,Second Sunday of the Month Tournament
6127,(2/12),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6128,(2/12),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6129,(2/12),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6130,(2/12),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6131,(2/13),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6132,(2/13),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6133,(2/13),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6134,(2/14),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6135,(2/14),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6136,(2/14),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6137,(2/14),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6138,(2/14),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6139,(2/15),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6140,(2/15),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6141,(2/15),6:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$240,$200,$40,No Limit Hold'em Black Chip Bounty
6142,(2/15),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6143,(2/16),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6144,(2/16),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6145,(2/16),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6146,(2/16),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6147,(2/16),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6148,(2/17),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6149,(2/17),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6150,(2/17),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6151,(2/18),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6152,(2/18),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$245,$200,$45,No Limit Hold'em
6153,(2/18),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6154,(2/18),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6155,(2/19),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6156,(2/19),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6157,(2/19),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6158,(2/19),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6159,(2/19),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6160,(2/20),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6161,(2/20),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6162,(2/20),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6163,(2/21),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6164,(2/21),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6165,(2/21),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6166,(2/21),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6167,(2/21),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6168,(2/22),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6169,(2/22),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6170,(2/22),6:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$240,$200,$40,No Limit Hold'em Black Chip Bounty
6171,(2/22),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6172,(2/23),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6173,(2/23),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6174,(2/23),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6175,(2/23),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6176,(2/23),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6177,(2/24),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6178,(2/24),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6179,(2/24),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6180,(2/25),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$245,$200,$45,No Limit Hold'em
6181,(2/26),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6182,(2/26),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6183,(2/27),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6184,(2/27),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6185,(2/27),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6186,(2/28),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6187,(2/28),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6188,(2/28),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6189,(2/28),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6190,(2/28),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6191,(3/01),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6192,(3/01),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6193,(3/01),6:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$240,$200,$40,No Limit Hold'em Black Chip Bounty
6194,(3/01),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6195,(3/02),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6196,(3/02),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6197,(3/02),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6198,(3/02),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6199,(3/02),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6200,(3/03),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6201,(3/03),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6202,(3/03),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6203,(3/04),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6204,(3/04),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$245,$200,$45,No Limit Hold'em
6205,(3/04),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6206,(3/04),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$100,$100,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6207,(3/05),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6208,(3/05),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6209,(3/05),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6210,(3/05),12:00pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6211,(3/05),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6212,(3/06),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6213,(3/06),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6214,(3/06),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
6215,(3/07),11:00am,Reno and Lake Tahoe,Atlantis Casino,NLH,$20,$15,$5,No Limit Hold'em
6216,(3/07),12:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6217,(3/07),12:00pm,Reno and Lake Tahoe,Peppermill Casino,NLH,$135,$100,$35,No Limit Hold'em
6218,(3/07),6:00pm,Reno and Lake Tahoe,Carson Valley Inn,NLH,$30,$25,$5,No Limit Hold'em
6219,(3/07),6:30pm,Reno and Lake Tahoe,Grand Sierra Resort Casino,NLH,$50,$50,10% of total prize pool is set aside for poker staff,No Limit Hold'em
